MovieID,MovieName,Vector
352,Spice World,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.0, 0.27884615384615385, 0.5322304301420867, 0.0429553264604811]"
353,Deep Rising,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0.0, 0.3571428571428571, 0.4944749685327807, 0.02233676975945017]"
354,"Wedding Singer, The","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.6215277777777778, 0.3459680008179721, 0.12199312714776633]"
355,Sphere,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0.0, 0.4817073170731707, 0.3569860282843629, 0.06872852233676977]"
356,"Client, The","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0.0, 0.595360824742268, 0.31226365633113967, 0.16494845360824742]"
357,One Flew Over the Cuckoo's Nest,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.8229166666666667, 0.2977591106237429, 0.4518900343642612]"
358,Spawn,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0.0, 0.40384615384615385, 0.402288954650244, 0.24398625429553264]"
359,"Assignment, The","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.625, 0.4735659467089593, 0.029209621993127148]"
360,Wonderland,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.55, 0.5217491947499509, 0.015463917525773196]"
361,Incognito,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.625, 0.6066758241067098, 0.015463917525773196]"
362,Blues Brothers 2000,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.0, 0.4553571428571429, 0.48164043977589044, 0.04639175257731958]"
363,Sudden Death,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.4308510638297872, 0.36640236598858794, 0.07903780068728523]"
364,Ace Ventura: When Nature Calls,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.41891891891891897, 0.3913478671887112, 0.06185567010309278]"
365,Powder,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.5520833333333334, 0.399190226432753, 0.08075601374570447]"
366,Dangerous Minds,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.5851063829787234, 0.3556729364779258, 0.07903780068728523]"
367,Clueless,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.6147058823529412, 0.3243242459305713, 0.29037800687285226]"
368,Bio-Dome,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.22580645161290325, 0.3910971608786132, 0.05154639175257732]"
369,Black Sheep,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.40909090909090906, 0.4376052062056808, 0.09278350515463918]"
370,Mary Reilly,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.4551282051282052, 0.4125641486946292, 0.06529209621993128]"
371,"Bridges of Madison County, The","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.5410447761194029, 0.458906039952844, 0.1134020618556701]"
372,Jeffrey,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.6323529411764706, 0.3507059343758202, 0.05670103092783505]"
373,Judge Dredd,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.47435897435897434, 0.3421571641311369, 0.06529209621993128]"
374,Mighty Morphin Power Rangers: The Movie,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.31818181818181823, 0.4210376791603421, 0.017182130584192438]"
375,Showgirls,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2391304347826087, 0.4056176668977878, 0.037800687285223365]"
376,Houseguest,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.45833333333333337, 0.26919095102908275, 0.03951890034364261]"
377,Heavyweights,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.28846153846153844, 0.3776614954270624, 0.020618556701030927]"
378,Miracle on 34th Street,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.6806930693069307, 0.38444379264460793, 0.1718213058419244]"
379,Tales From the Crypt Presents: Demon Knight,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.4941860465116279, 0.42600282313103816, 0.07216494845360825]"
380,Star Trek: Generations,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.584051724137931, 0.3360381885558782, 0.19759450171821305]"
381,Muriel's Wedding,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.6375, 0.3601872408690353, 0.17010309278350516]"
382,"Adventures of Priscilla, Queen of the Desert, The","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.6486486486486487, 0.36425009633235866, 0.18900343642611683]"
383,"Flintstones, The","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2661290322580645, 0.3153765457217734, 0.05154639175257732]"
384,Naked Gun 33 1/3: The Final Insult,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.44565217391304346, 0.358045989987727, 0.11683848797250859]"
385,True Lies,"[0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.640625, 0.38004854444566105, 0.3556701030927835]"
386,Addams Family Values,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.45402298850574707, 0.33466720554253726, 0.14776632302405499]"
387,"Age of Innocence, The","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.5961538461538461, 0.35735742181054087, 0.10996563573883161]"
388,Beverly Hills Cop III,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.3482142857142857, 0.351442605217274, 0.04639175257731958]"
389,Black Beauty,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.6111111111111112, 0.3712418521941092, 0.044673539518900345]"
390,Fear of a Black Hat,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.55, 0.4944132324730442, 0.015463917525773196]"
391,Last Action Hero,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.43644067796610164, 0.338564542941218, 0.09965635738831616]"
392,"Man Without a Face, The","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.6360294117647058, 0.3584472292465399, 0.11512027491408935]"
393,Mrs. Doubtfire,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.6028645833333334, 0.3436929787705816, 0.3281786941580756]"
394,Radioland Murders,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0.0, 0.5833333333333334, 0.4351941398892446, 0.018900343642611683]"
395,Robin Hood: Men in Tights,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.3973214285714286, 0.3553281819432803, 0.09450171821305842]"
396,Serial Mom,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.4537037037037037, 0.4125054263455213, 0.09106529209621994]"
397,Striking Distance,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.39583333333333337, 0.3522116271547978, 0.018900343642611683]"
398,Super Mario Bros.,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.2692307692307693, 0.3731363949426124, 0.0429553264604811]"
399,"Three Musketeers, The","[0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.5758426966292135, 0.33030845769016376, 0.15120274914089346]"
400,"Little Rascals, The","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.4305555555555556, 0.4505805985803133, 0.029209621993127148]"
401,"Brady Bunch Movie, The","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.45065789473684215, 0.40008222839022, 0.1288659793814433]"
402,Ghost,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0.0, 0.6161764705882353, 0.35697636714050485, 0.29037800687285226]"
403,Batman,"[0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.6069651741293532, 0.334667727099864, 0.3436426116838488]"
404,Pinocchio,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.6683168316831684, 0.3126855884554368, 0.1718213058419244]"
405,Mission: Impossible,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.0, 0.5784883720930233, 0.3447296989330377, 0.5893470790378007]"
406,Thinner,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0.0, 0.3622448979591837, 0.3465696816192771, 0.08247422680412371]"
407,Spy Hard,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.37790697674418605, 0.356671893235424, 0.07216494845360825]"
408,"Close Shave, A","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.8727678571428572, 0.2726064372438216, 0.19072164948453607]"
409,Jack,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.5357142857142857, 0.34727570326568336, 0.11855670103092784]"
410,Kingpin,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.5324074074074074, 0.43011425769461265, 0.2766323024054983]"
411,"Nutty Professor, The","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0.0, 0.4785276073619632, 0.3836930136361245, 0.27835051546391754]"
412,"Very Brady Sequel, A","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.34946236559139787, 0.40088145049865265, 0.15807560137457044]"
413,Tales from the Crypt Presents: Bordello of Blood,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.40909090909090906, 0.3810538284836149, 0.09278350515463918]"
414,My Favorite Year,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.6330645161290323, 0.3309062440609733, 0.10481099656357389]"
415,"Apple Dumpling Gang, The","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0.45999999999999996, 0.30069364254447856, 0.041237113402061855]"
416,Old Yeller,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.62109375, 0.37792345901388, 0.10824742268041238]"
417,"Parent Trap, The","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.523972602739726, 0.3592255537652214, 0.12371134020618557]"
418,Cinderella,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.0, 0.6453488372093024, 0.3177609484326813, 0.21993127147766323]"
419,Mary Poppins,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.0, 0.6811797752808989, 0.35005168701790196, 0.30412371134020616]"
420,Alice in Wonderland,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.0, 0.6666666666666666, 0.30103986446980735, 0.13745704467353953]"
421,William Shakespeare's Romeo and Juliet,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.6485849056603774, 0.4134014015192465, 0.18041237113402062]"
422,Aladdin and the King of Thieves,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.46153846153846156, 0.3700311837170982, 0.0429553264604811]"
423,E.T. the Extra-Terrestrial,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.7083333333333334, 0.368982753008643, 0.5137457044673539]"
424,Children of the Corn: The Gathering,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.07894736842105265, 0.23724786554909685, 0.030927835051546393]"
425,Bob Roberts,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.6852941176470588, 0.3499699867083442, 0.1443298969072165]"
426,"Transformers: The Movie, The","[0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0.0, 0.4609375, 0.44094267603441045, 0.05326460481099656]"
427,To Kill a Mockingbird,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.8230593607305936, 0.2615418332408006, 0.3745704467353952]"
428,Harold and Maude,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.7045454545454546, 0.362284418654736, 0.20618556701030927]"
429,"Day the Earth Stood Still, The","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.7345360824742269, 0.31380740257465717, 0.16494845360824742]"
430,Duck Soup,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.0, 0.75, 0.34968930309011764, 0.15807560137457044]"
431,Highlander,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.6339869281045751, 0.382654646650699, 0.2611683848797251]"
432,Fantasia,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.0, 0.6925287356321839, 0.39212312794826165, 0.2972508591065292]"
433,Heathers,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.672514619883041, 0.35414883400743674, 0.2920962199312715]"
434,Forbidden Planet,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.7089552238805971, 0.3052384495455296, 0.1134020618556701]"
435,Butch Cassidy and the Sundance Kid,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0.7372685185185185, 0.3035064602343122, 0.3694158075601375]"
436,"American Werewolf in London, An","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.6338383838383839, 0.32463924763485824, 0.16838487972508592]"
437,Amityville 1992: It's About Time,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.006872852233676977]"
438,Amityville 3-D,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.041666666666666685, 0.14433756729740643, 0.00859106529209622]"
439,Amityville: A New Generation,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.006872852233676977]"
440,Amityville II: The Possession,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.1607142857142857, 0.356455382285693, 0.02233676975945017]"
441,"Amityville Horror, The","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.3915094339622641, 0.34326930699710095, 0.08934707903780069]"
442,"Amityville Curse, The","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.0625, 0.17677669529663687, 0.005154639175257732]"
443,"Birds, The","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.7021604938271605, 0.30911100394479274, 0.2766323024054983]"
444,"Blob, The","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0.0, 0.42934782608695654, 0.37758769017026483, 0.07731958762886598]"
445,"Body Snatcher, The","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.625, 0.30374644814697793, 0.03608247422680412]"
446,Burnt Offerings,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.36111111111111116, 0.3996526269427266, 0.013745704467353952]"
447,Carrie,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.6260330578512396, 0.3479821802853463, 0.20618556701030927]"
448,"Omen, The","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.5970588235294118, 0.3454384620919288, 0.1443298969072165]"
449,Star Trek: The Motion Picture,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.5085470085470085, 0.3769536007176706, 0.19931271477663232]"
450,Star Trek V: The Final Frontier,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.3492063492063492, 0.414162984805005, 0.10652920962199314]"
451,Grease,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0.0, 0.586764705882353, 0.4355873486710916, 0.29037800687285226]"
452,Jaws 2,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.41666666666666663, 0.3839738238941522, 0.11168384879725086]"
453,Jaws 3-D,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.234375, 0.3283481384140924, 0.02577319587628866]"
454,Bastard Out of Carolina,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.46875, 0.3845993586404775, 0.02577319587628866]"
455,Jackie Chan's First Strike,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.5637931034482758, 0.37909639995622496, 0.24742268041237114]"
456,Beverly Hills Ninja,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.328125, 0.3869977871177593, 0.08075601374570447]"
457,Free Willy 3: The Rescue,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.18518518518518517, 0.3745842899981128, 0.044673539518900345]"
458,Nixon,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.5305555555555556, 0.39244185777683144, 0.15292096219931273]"
459,"Cry, the Beloved Country","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.6875, 0.3649002245998807, 0.03951890034364261]"
460,"Crossing Guard, The","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.5, 0.38490017945975047, 0.04639175257731958]"
461,Smoke,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.6554054054054054, 0.28490987942298074, 0.1254295532646048]"
462,Like Water For Chocolate (Como agua para chocolate),"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.7010135135135135, 0.32118716803632874, 0.25257731958762886]"
463,"Secret of Roan Inish, The","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.7147887323943662, 0.3550441353242847, 0.12027491408934708]"
464,Vanya on 42nd Street,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.6481481481481481, 0.40737503108857315, 0.044673539518900345]"
465,"Jungle Book, The","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.6411764705882353, 0.3757811658317079, 0.1443298969072165]"
466,Red Rock West,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.6490384615384616, 0.37219286182727007, 0.08762886597938145]"
467,"Bronx Tale, A","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.6979166666666666, 0.28207375425033687, 0.08075601374570447]"
468,Rudy,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.578125, 0.377307714089059, 0.10824742268041238]"
469,Short Cuts,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.6940298507462687, 0.3471796295299608, 0.1134020618556701]"
470,Tombstone,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0.6666666666666666, 0.34519397228902027, 0.18384879725085912]"
471,Courage Under Fire,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.0, 0.6527149321266968, 0.305753481221897, 0.37800687285223367]"
472,Dragonheart,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.5205696202531646, 0.3888681720229216, 0.2697594501718213]"
473,James and the Giant Peach,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.0, 0.5317460317460317, 0.35492006701263573, 0.2147766323024055]"
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0.0, 0.8131443298969072, 0.30179054533140826, 0.3316151202749141]"
475,Trainspotting,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.721, 0.3813129926891743, 0.42783505154639173]"
476,"First Wives Club, The","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.5046875, 0.3894680192908198, 0.2731958762886598]"
477,Matilda,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.5526315789473685, 0.4154423969918875, 0.16151202749140894]"
478,"Philadelphia Story, The","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.7788461538461537, 0.29685933835108413, 0.17697594501718214]"
479,Vertigo,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0.0, 0.8128491620111731, 0.2424233210722748, 0.30584192439862545]"
480,North by Northwest,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.8212290502793296, 0.2520551395208201, 0.30584192439862545]"
481,"Apartment, The","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.7341269841269841, 0.3584971761317219, 0.10652920962199314]"
482,Some Like It Hot,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.74609375, 0.3436269464789638, 0.218213058419244]"
483,Casablanca,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0.0, 0.8641975308641976, 0.25742717045201324, 0.41580756013745707]"
484,"Maltese Falcon, The","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0.0, 0.8025362318840579, 0.26831761108997365, 0.23539518900343642]"
485,My Fair Lady,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0.0, 0.704, 0.3713098002233922, 0.21305841924398625]"
486,Sabrina,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.69921875, 0.3097598115847436, 0.10824742268041238]"
487,Roman Holiday,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.775735294117647, 0.29384040928398975, 0.11512027491408935]"
